gene_id	gene_name	control_rep1	control_rep2	control_rep3	imatinib_rep1	imatinib_rep2	imatinib_rep3
ADAM9	ADAM9	931.256	1140.925	1218.835	962.628	1109.141	987.733
ADAMDEC1	ADAMDEC1	0	0	0	0	0	0
ADAMTS1	ADAMTS1	0	0	0	0	0	0
ADAMTS10	ADAMTS10	33	53	58.001	72	119.003	57.129
ADAMTS12	ADAMTS12	1	0	0	0	0	0
ADAMTS13	ADAMTS13	3	1	1	45	46	20
ADAMTS14	ADAMTS14	907.666	962.281	847.986	399.009	437.001	367.309
ADAMTS15	ADAMTS15	0	0	0	0	0	0
ADAMTS16	ADAMTS16	0	0	0	0	0	2
ADAMTS17	ADAMTS17	1	0	1	0	0	0
ADAMTS18	ADAMTS18	0	0	0	0	0	0
ADAMTS19	ADAMTS19	0	0	0	0	0	0
ADAMTS2	ADAMTS2	0	0	0	0	0	0
ADAMTS20	ADAMTS20	3	5	6	0	4	7
ADAMTS3	ADAMTS3	939.102	891.641	853.638	734.199	871.599	805.318
ADAMTS4	ADAMTS4	2	2	2	1	1	3
ADAMTS5	ADAMTS5	0	0	0	0	0	0
ADAMTS6	ADAMTS6	96	88	111.598	160	225.018	152
ADAMTS7	ADAMTS7	0	1	0	3	0	0
ADAMTS7P1	ADAMTS7P1	0	0	0	0	1	0
ADAMTS8	ADAMTS8	0	0	0	0	0	0
ADAMTS9	ADAMTS9	0	0	0	0	0	0
ADAMTS9-AS2	ADAMTS9-AS2	0	0	0	0	0	0
ADAMTSL1	ADAMTSL1	0	0	0	0	0	0
ADAMTSL2	ADAMTSL2	4	0	1	1	1	1
ADAMTSL3	ADAMTSL3	0	0	0	0	0	2
ADAMTSL4	ADAMTSL4	1451.739	1584.115	1450.978	5346.691	6392.249	3624.3
ADAMTSL4-AS1	ADAMTSL4-AS1	0	0	0	0	0	0
ADAMTSL5	ADAMTSL5	215.643	205.001	149.001	346.278	427	293
ADAP1	ADAP1	25	44	31	56	40	28
ADAP2	ADAP2	1	0	0	0	1	0
ADAR	ADAR	5191.148	5625.716	5405.608	5451.468	6373.627	5167.465
ADARB1	ADARB1	801	770	729.286	1181.936	1378.627	935.163
ADARB2	ADARB2	0	1	0	0	0	0
ADARB2-AS1	ADARB2-AS1	0	0	0	0	0	0
ADAT1	ADAT1	398	485.05	433.838	472	591.886	481.943
ADAT2	ADAT2	754.246	848.419	743.926	582.083	643.96	695.468
ADAT3	ADAT3	139.027	90.477	102.156	117.057	104	88
ADC	ADC	2	1	0	3	2	0
ADCK1	ADCK1	134	121	114.002	249.999	290.012	216.137
ADCK2	ADCK2	232.26	229.002	187.081	379	443.221	379.158
ADCK3	ADCK3	1053.321	1196.029	976.528	1309.335	1414.572	1282.321
ADCK4	ADCK4	286.231	348.943	296.806	509.444	509.999	421.045
ADCK5	ADCK5	132.284	153.142	91.99	289	308.935	189
ADCY1	ADCY1	3	6	1	3	2	1
ADCY10	ADCY10	8	8	6	18.001	15	15.003
ADCY10P1	ADCY10P1	5	3	5	15.009	18	13
ADCY2	ADCY2	1	1	0	0	0	0
ADCY3	ADCY3	950.08	968.013	894.874	349.281	466.516	485.277
ADCY4	ADCY4	1	0	0	2	4	4
ADCY5	ADCY5	3	1	5	13	25	4
ADCY6	ADCY6	188	142.008	151.997	204	244.007	239.032
ADCY7	ADCY7	3323.314	3290.698	3042.358	3242.3	3582.929	3178.82
ADCY8	ADCY8	0	0	0	0	0	0
ADCY9	ADCY9	400.316	417.275	355.276	317	338.761	322.001
ADCYAP1	ADCYAP1	0	0	0	0	0	0
ADCYAP1R1	ADCYAP1R1	0	0	0	0	0	0
ADD1	ADD1	3822.092	3722.005	3350.916	6347.776	7480.508	5368.298
ADD2	ADD2	3325.007	3618.798	3028.971	9841.711	11741.055	7052.429
ADD3	ADD3	1370.045	1532.055	1483.102	1586.633	1881.598	1456.549
ADD3-AS1	ADD3-AS1	2.005	2	3.004	3	3	2
ADGB	ADGB	0	0	0	0	0	0
ADH1A	ADH1A	0	0	0	1	0	0
ADH1B	ADH1B	0	0	0	0	0	0
ADH1C	ADH1C	0	0	0	0	0	0
ADH4	ADH4	0	1	0	0	1	0
ADH5	ADH5	3218.871	3670.999	3198.491	3489.242	4043.724	3251.394
ADH6	ADH6	0	0	0	3	3	2
ADH7	ADH7	0	0	0	0	0	0
ADHFE1	ADHFE1	1	1	1	13	14	3
ADI1	ADI1	1802.411	1659.889	1578.889	1777.12	2015.663	1869.364
ADIG	ADIG	0	0	0	0	0	0
ADIPOQ	ADIPOQ	0	0	0	0	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	0	0	0	0	1
ADIPOR1	ADIPOR1	3105.356	3312.611	2708.544	3802.699	4365.549	3324.519
ADIPOR2	ADIPOR2	2358.297	2338.334	2158.569	2110.22	2328.238	2172.516
ADIRF	ADIRF	4	3	1	5	7.505	8.846
ADK	ADK	963.693	1220.982	949.203	812.733	799.196	868.533
ADM	ADM	34.084	40	24.103	29	55	36.04
ADM2	ADM2	26	68	51	43	51	54
ADM5	ADM5	73.038	55	63	15	31	27
ADNP	ADNP	2033.48	2369.454	2181.695	2352.594	2839.561	2286.203
ADNP2	ADNP2	929.294	1027.584	1038.548	869.317	998.608	913.737
ADO	ADO	488.483	631.761	486.982	328.004	382.612	364.207
ADORA1	ADORA1	0	0	0	0	0	0
ADORA2A	ADORA2A	0	4.353	12	0	12	7.513
ADORA2A-AS1	ADORA2A-AS1	1	0	1	1	0	1
ADORA2B	ADORA2B	119	154	93.037	175	189	153
ADORA3	ADORA3	0	0	0	0	0	2
ADPGK	ADPGK	907.261	1036.415	1012.145	619.91	684.094	603.982
ADPGK-AS1	ADPGK-AS1	2.206	4.573	5.478	3.09	3.3	1.021
ADPRH	ADPRH	69.047	96.058	104.226	193	185	209
ADPRHL1	ADPRHL1	7	12	4	69	90.031	49
ADPRHL2	ADPRHL2	458.459	557.513	419.836	335	398.108	384.135
ADPRM	ADPRM	72.11	85.001	59.004	91	103.009	66
ADRA1A	ADRA1A	0	0	0	0	0	0
ADRA1B	ADRA1B	0	0	0	0	0	0
ADRA1D	ADRA1D	4	5	2	5	3	5
ADRA2A	ADRA2A	0	1	0	0	0	0
ADRA2B	ADRA2B	0	0	0	0	0	0
ADRA2C	ADRA2C	2	0	0	0	1	0
ADRB1	ADRB1	0	1	0	1	0	1
ADRB2	ADRB2	0	2	3	5	1	7
ADRB3	ADRB3	0	0	0	0	0	0
ADRBK1	ADRBK1	2040.216	2086.807	1852.152	1770.173	2015.408	1701.628
ADRBK2	ADRBK2	213	268.007	232.005	148.112	161.008	149.686
ADRM1	ADRM1	3324.858	3240.108	2529.14	1415.581	1615.005	1608.53
ADSL	ADSL	2076.7	2356.572	1933.478	1508.111	1736.768	1428.482
ADSS	ADSS	1863.782	2520.771	2038.698	1652.361	1815.663	2040.403
ADSSL1	ADSSL1	104	103.458	103	178.013	226.547	168.515
ADTRP	ADTRP	287	342.463	299.288	223.125	267.279	232
AEBP1	AEBP1	30	37	35	13	10	12
AEBP2	AEBP2	393.633	446.089	395.574	351.405	428.017	343.046
AEN	AEN	1793.547	1726.501	1443.655	692.994	766.031	1049.484
AES	AES	4454.536	5023.869	3867.715	6268.748	6844.733	5206.771
AF064858.7	AF064858.7	0	0	0	0	0	0
AFAP1	AFAP1	3	3	1	0	3	0
AFAP1-AS1	AFAP1-AS1	19	4	4	8	3	7
AFAP1L1	AFAP1L1	0	1	0	3	3	1
AFAP1L2	AFAP1L2	0	0	0	0	0	0
AFF1	AFF1	2429.1	2602.388	2472.337	2751.193	3388.617	2934.986
AFF2	AFF2	1	0	2	2	0	2
AFF3	AFF3	12	8	5	6	16	13
AFF4	AFF4	1638.727	1903.531	1917.16	2186.318	2573.871	1986.877
AFG3L1P	AFG3L1P	738.002	674.716	654.791	725.648	885.779	702.08
AFG3L2	AFG3L2	3054.965	3325.296	3120.67	2565.695	2898.316	2912.692
AFM	AFM	0	1	0	2	1	1
AFMID	AFMID	631.738	593.301	557.761	473.815	580.498	510.672
AFP	AFP	11	11	9.032	2	0	5
AFTPH	AFTPH	543.357	541.73	529.143	699.902	768.012	644.348
AGA	AGA	223.8	319.759	256.642	497	550.554	416.293
AGAP1	AGAP1	1324.352	1319.428	1256.767	1178.553	1396.222	1224.344
AGAP1-IT1	AGAP1-IT1	1	4	2	4	6	0
AGAP11	AGAP11	85.109	109.981	119.896	107.106	148.461	81.666
AGAP2	AGAP2	3	2	1	5	1	3
AGAP2-AS1	AGAP2-AS1	0	0	0	0	0	0
AGAP3	AGAP3	1804.298	1817.116	1606.306	1418.731	1648.945	1437.208
AGAP4	AGAP4	369.288	357.315	343.427	449.863	448.095	320.365
AGAP5	AGAP5	143.654	124.857	118.92	207.014	245.396	137.141
AGAP6	AGAP6	1181.321	1207.554	1070.547	978.424	1094.837	866.584
AGAP7	AGAP7	1.31	1.229	2.086	7.635	14.412	0
AGAP9	AGAP9	214.276	247.193	257.195	344.129	349.017	221.113
AGBL1	AGBL1	0	0	0	0	0	0
AGBL1-AS1	AGBL1-AS1	0	0	0	0	0	0
AGBL2	AGBL2	5	20.999	19	92	86	55.001
AGBL3	AGBL3	9.012	5	16	24	21	20
AGBL4	AGBL4	0	1	0	2	7	1
AGBL4-IT1	AGBL4-IT1	0	0	0	0	0	0
AGBL5	AGBL5	979.097	1139.483	979.448	1445.961	1629.992	1255.75
AGBL5-AS1	AGBL5-AS1	0	0	0	0	0	0
AGER	AGER	76.015	71	66.02	208.999	288.001	157.984
AGFG1	AGFG1	1375.994	1470.356	1383.836	1517.437	1681.4	1444.009
AGFG2	AGFG2	234.053	242.004	214.026	198.65	240.791	199.267
AGGF1	AGGF1	637.701	853.011	744.436	987.236	1159.596	989.511
AGK	AGK	1368.304	1453.533	1192.928	868.926	1093.217	1036.545
AGL	AGL	1312.164	1403.974	1427.66	1304.777	1601.958	1384.998
AGMAT	AGMAT	3	1	1	1	3	1
AGMO	AGMO	5	6	5	7	0	9.002
AGO1	AGO1	3142.453	3212.791	3045.789	1926.713	2100.259	2055.385
AGO2	AGO2	1031.051	993.892	1065.323	978.598	1322.751	958.206
AGO3	AGO3	474	549.878	506.413	442.408	560.159	398.022
AGO4	AGO4	390	463.208	478.748	1264.669	1483.814	981.827
AGPAT1	AGPAT1	3514.959	3328.063	2638.027	4538.425	5286.573	3925.244
AGPAT2	AGPAT2	725	667.633	582.509	691.378	817.339	639.169
AGPAT3	AGPAT3	2499.895	2613.364	2253.668	3198.965	3900.404	3160.706
AGPAT4	AGPAT4	396.034	458.837	403.034	1498.74	1775.088	939.718
AGPAT4-IT1	AGPAT4-IT1	36	41	36	123	166	86
AGPAT5	AGPAT5	2252.628	2458.861	2262.186	1562.219	1755.497	1952.652
AGPAT6	AGPAT6	1903.36	2063.591	1730.878	1750.758	2062.262	1804.9
AGPAT9	AGPAT9	372.964	458.833	436.432	104	122	135.002
AGPS	AGPS	2674.077	3288.988	2998.083	1785.743	2084.434	2224.406
AGR2	AGR2	0	0	0	0	0	0
AGR3	AGR3	0	0	0	0	0	0
AGRN	AGRN	1810.052	1932.324	1631.01	4838.939	5401.016	3119.471
AGRP	AGRP	0	0	0	0	1	0
AGT	AGT	0	0	0	0	0	0
AGTPBP1	AGTPBP1	448.44	609.875	667.383	651.308	779.087	629.414
AGTR1	AGTR1	0	0	0	0	0	0
AGTR2	AGTR2	0	0	0	0	0	0
AGTRAP	AGTRAP	734.998	841.718	603.776	598.996	680.777	615.184
AGXT	AGXT	0	0	0	0	0	0
AGXT2	AGXT2	0	0	0	0	0	0
AHCTF1	AHCTF1	4147.229	4842.414	4469.349	2316.659	2884.718	2924.757
AHCTF1P1	AHCTF1P1	9.147	7.962	21.419	7.989	6.797	9.068
AHCY	AHCY	6671.888	6978.091	5902.955	5071.653	5987.445	4871.713
AHCYL1	AHCYL1	2732.919	3442.198	3236.08	3124.156	3658.065	2862.675
AHCYL2	AHCYL2	436.13	541.033	468.064	435	533.105	396.988
AHDC1	AHDC1	724.516	654.001	583.023	568.112	594.137	524.771
AHI1	AHI1	726.648	828.409	820.429	527.002	656.961	640.996
AHNAK	AHNAK	1953.229	1965.258	1924.104	2489.423	3018.979	2032.962
AHNAK2	AHNAK2	3	3	2	1	7	2
AHR	AHR	0	0	0	0	0	0
AHRR	AHRR	89	72	61	405.026	448.039	283.061
AHSA1	AHSA1	4003.157	4084.032	3303.944	1465.74	1638.721	2164.467
AHSA2	AHSA2	1503.203	1556.755	1496.516	2912.857	3130.155	2692.519
AHSG	AHSG	0	0	0	0	0	0
AHSP	AHSP	14.778	17	13	326.539	375.585	201.641
AICDA	AICDA	0	0	1	0	0	0
AIDA	AIDA	2325.289	2456.398	2406.147	2968.675	3390.492	3061.05
AIF1	AIF1	5	5	3	5	2	7
AIF1L	AIF1L	288.152	358.997	311	129.002	141.009	141
AIFM1	AIFM1	3041.915	3342.26	2865.805	2372.864	2649.426	2532.087
AIFM2	AIFM2	916.241	1022.116	943.639	1068.578	1062.61	912.376
AIFM3	AIFM3	1	1	0	1	0	1
AIG1	AIG1	912.28	1141.001	1102.012	792.616	922.831	775.139
AIM1	AIM1	7	9	11	10	24	9
AIM1L	AIM1L	7	14	18	10	8	12
AIM2	AIM2	3	7	1	2	2	1
AIMP1	AIMP1	1336.192	1551.937	1420.069	992.488	1243.427	1207.865
AIMP2	AIMP2	1014.759	937.049	785.502	268.384	383.144	492.578
AIP	AIP	743.163	799.563	656.055	748.449	821.22	664.817
AIPL1	AIPL1	0	0	0	0	0	0
AIRE	AIRE	0	0	0	0	0	0
AIRN	AIRN	0	1	0	1	1	0
AJAP1	AJAP1	0	0	0	0	0	0
AJUBA	AJUBA	58.002	64	46	56	73	71
AK1	AK1	1480.412	1418.444	1167.42	2100.396	2493.844	1961.626
AK2	AK2	7791.51	8688.972	7344.503	2920.87	3511.526	4093.57
AK3	AK3	880.21	1152.43	1021.577	1557.824	1605.866	1200.104
AK4	AK4	1405.255	1416.058	1402.998	599.208	759.449	912.068
AK5	AK5	0	0	0	1	0	2
AK6	AK6	908.927	1038.021	796.946	481.266	547.677	555.029
AK7	AK7	4	38	24	44	54	39
AK8	AK8	1	0	2	4	2	1
AK9	AK9	6	1	2	28	34	15
AKAP1	AKAP1	1732.862	1902.105	1674.763	1103.646	1357.096	1288.496
AKAP10	AKAP10	372.006	408.055	418.692	522.56	526.015	378.111
AKAP11	AKAP11	1918.216	2123.974	2092.309	1096.275	1271.103	1442.647
AKAP12	AKAP12	619	567.098	549.636	340.04	474.075	401.001
AKAP13	AKAP13	1	1	1	0	3	0
AKAP14	AKAP14	0	0	0	0	0	0
AKAP17A	AKAP17A	859.528	928.505	688.378	808.66	909.56	647.781
AKAP17A-2	AKAP17A	0	0	0	0	0	0
AKAP2	AKAP2	0	0	0	0	0	0
AKAP3	AKAP3	6	0	5	21	48	16.019
AKAP4	AKAP4	2	0	1	0	1	2
AKAP5	AKAP5	31	39	26	25	26	28
AKAP6	AKAP6	25	21	16	52	69	70
AKAP7	AKAP7	39	30	54.046	75	72.009	94.006
AKAP8	AKAP8	1027.69	1072.877	899.031	690.516	809.542	622.863
AKAP8L	AKAP8L	1554.457	1482.145	1302.325	2259.006	2607.466	1531.874
AKAP9	AKAP9	1156.373	1283.477	1483.679	1979.508	2312.928	1747.457
AKIP1	AKIP1	651.694	750.465	635.871	888.066	1051.483	851.516
AKIRIN1	AKIRIN1	2890.836	3328.311	2828.194	2694.464	3040.266	2597.432
AKIRIN2	AKIRIN2	1091.623	1229.468	1038.229	993.164	1243.908	874.05
AKNA	AKNA	78	132	96.179	48.022	63	43.022
AKNAD1	AKNAD1	0	0	0	0	0	0
AKR1A1	AKR1A1	1080.597	1247.153	937.485	1379.939	1473.165	1050.037
AKR1B1	AKR1B1	0	0	2	1	0	0
AKR1B10	AKR1B10	0	0	0	0	0	0
AKR1B15	AKR1B15	0	0	0	0	0	0
AKR1C1	AKR1C1	1413.036	1717.155	1571.112	1923.875	2083.4	1805.061
AKR1C2	AKR1C2	644.167	729.562	679.466	723.26	779.179	766.924
AKR1C3	AKR1C3	1378.148	1713.314	1545.138	1756.933	2037.806	1694.022
AKR1C4	AKR1C4	0	1	0	0	0	0
AKR1C6P	AKR1C6P	0	0	0	0	1	1
AKR1CL1	AKR1CL1	0	0	0	3	1	0
AKR1D1	AKR1D1	0	0	0	0	0	0
AKR1E2	AKR1E2	76	60.032	55.001	94.999	98.118	90
AKR7A2	AKR7A2	851.125	1013.318	707.267	1159.851	1438.717	1180.998
AKR7A2P1	AKR7A2P1	3	8.002	13	11	10.014	4
AKR7A3	AKR7A3	8	16.33	12	10.019	24.803	22.041
AKR7L	AKR7L	14	20.727	14	10.009	16.247	19.017
AKT1	AKT1	2503.97	2492.789	2125.281	2174.14	2531.559	2115.608
AKT1S1	AKT1S1	1154.11	1183.816	914.173	848.826	957.531	842.548
AKT2	AKT2	2489.752	2510.918	2119.985	3448.618	4042.856	2988.806
AKT3	AKT3	81.423	96.226	91.255	117.78	165.579	165.328
AKTIP	AKTIP	109.359	157.188	132.555	96.163	137.32	103.241
AL022344.4	AL022344.4	0	0	0	1	0	0
AL022476.2	AL022476.2	0	0	1	0	1.002	0
AL109763.2	AL109763.2	39	53	58	51	70	61
AL121656.5	AL121656.5	0	0	0	4	4	0
AL132709.5	AL132709.5	0	0	0	1	0	0
AL592528.1	AL592528.1	0	0	0	0	1	0
ALAD	ALAD	430.462	453.22	419.133	1685.214	2043.538	1121.693
ALAS1	ALAS1	877.312	979.903	830.667	647.695	755.416	698.295
ALAS2	ALAS2	1019.881	1018.132	854.321	13261.062	15427.377	6854.989
ALB	ALB	0	0	0	0	0	1
ALCAM	ALCAM	0	8	0	2	1	2
ALDH16A1	ALDH16A1	671.785	768.279	654.563	1326.39	1348.371	1201.586
ALDH18A1	ALDH18A1	1870.415	2153.194	1908.15	1550.421	1832.664	1625.431
ALDH1A1	ALDH1A1	2523.79	3132.634	2731.672	5321.47	6051.492	3759.588
ALDH1A2	ALDH1A2	5067.605	5012.398	4654.732	2444.709	2907.197	3205.335
ALDH1A3	ALDH1A3	2	0	0	2	1	0
ALDH1B1	ALDH1B1	1627.705	1706.252	1493.026	698.35	706.29	923.844
ALDH1L1	ALDH1L1	0	0	0	0	0	0
ALDH1L1-AS1	ALDH1L1-AS1	0	0	0	0	0	0
ALDH1L1-AS2	ALDH1L1-AS2	0	0	0	0	0	0
ALDH1L2	ALDH1L2	248.363	394.134	379.283	455.07	531.754	369.071
ALDH2	ALDH2	498.606	628.26	481.48	783.596	833.761	643.636
ALDH3A1	ALDH3A1	0	0	0	0	0	0
ALDH3A2	ALDH3A2	1	0	0	1	7	4
ALDH3B1	ALDH3B1	8	15.013	10	168.429	197.003	70.003
ALDH3B2	ALDH3B2	0	0	0	0	0	0
ALDH4A1	ALDH4A1	624.067	719	583.239	911.064	1029.974	742.69
ALDH5A1	ALDH5A1	532.515	478.852	532.435	741.001	889.588	655.311
ALDH6A1	ALDH6A1	187.103	236.109	172.331	597.97	605.251	401.246
ALDH7A1	ALDH7A1	0	0	0	0	0	0
ALDH8A1	ALDH8A1	0	0	0	0	1	0
ALDH9A1	ALDH9A1	1165.947	1316.8	1191.972	1073.642	1302.73	1271.892
ALDOA	ALDOA	28874.264	27629.036	24093.655	15909.984	17764.591	17490.687
ALDOB	ALDOB	0	0	0	2	0	0
ALDOC	ALDOC	1273.065	1147.674	887.082	675.325	770.062	794.869
ALG1	ALG1	612.719	588.096	553.074	308.898	316.558	369.505
ALG10	ALG10	194.235	193.722	198.445	208	259.298	243.27
ALG10B	ALG10B	227.05	256.286	220.656	390	463.705	395.134
ALG11	ALG11	220.841	195.004	173.77	217.004	236.159	217.794
ALG12	ALG12	217.015	271	228.731	349.515	377	283
ALG13	ALG13	599.338	692.02	549.462	674.119	795.627	642.678
ALG14	ALG14	98.277	78	65	79	58	72
ALG1L	ALG1L	3.3	5	3	26.069	33	24.445
ALG1L2	ALG1L2	0	0	0	2.754	1	3.247
ALG1L9P	ALG1L9P	2	4	1	3	7	6
ALG2	ALG2	620.316	671.127	559.263	491.105	522.692	467.283
ALG3	ALG3	1171.085	1105.94	870.833	417.733	474.433	534.686
ALG5	ALG5	444.738	544.494	437.416	261.018	354.67	333.999
ALG6	ALG6	454.817	451.255	426.769	439.655	507.91	556.324
ALG8	ALG8	1254.356	1246.312	1113.261	718.375	884.835	932.44
ALG9	ALG9	475.161	474.795	516.628	644.101	713.738	544.39
ALK	ALK	0	0	0	0	0	0
ALKBH1	ALKBH1	330.08	316.004	334.709	233.162	324.232	252
ALKBH2	ALKBH2	499	515.017	456.583	200.456	256	301.332
ALKBH3	ALKBH3	140	166	142.897	146.158	190.08	138
ALKBH3-AS1	ALKBH3-AS1	0	0	2	0	0	0
ALKBH4	ALKBH4	289.958	310.417	240.618	278.653	287.334	271.921
ALKBH5	ALKBH5	1724.942	1861.027	1463.573	1533.519	1781.285	1566.79
ALKBH6	ALKBH6	505.661	511.138	338.839	396.991	412.465	377.369
ALKBH7	ALKBH7	245.536	296.353	254.922	272.003	355.575	247.307
ALKBH8	ALKBH8	341.837	312.135	396.887	128.359	151.058	189
ALLC	ALLC	0	0	0	0	0	0
ALMS1	ALMS1	1039.283	1220.736	1203.568	844.309	1088.589	1074.224
ALMS1-IT1	ALMS1-IT1	42	57	44.001	35	33	43
ALMS1P	ALMS1P	0	1.004	0	0	5	0
ALOX12	ALOX12	15	24	16	76	93.263	49
ALOX12B	ALOX12B	0	0	0	0	0	0
ALOX12P2	ALOX12P2	0	0	0	1	3	4
ALOX15	ALOX15	0	0	0	0	0	0
ALOX15B	ALOX15B	0	0	0	0	1	3
ALOX15P1	ALOX15P1	0	0	0	0	3	0
ALOX5	ALOX5	33	45	34	276.453	308.157	152.999
ALOX5AP	ALOX5AP	0	0	0	0	0	0
ALOXE3	ALOXE3	0	0	0	0	0	0
ALPI	ALPI	1	0	0	5	10	2
ALPK1	ALPK1	50	68	72.405	287.218	318.001	247.758
ALPK2	ALPK2	2	1	0	14	24	5
ALPK3	ALPK3	14	8	6	16	22	15
ALPL	ALPL	3	0	0	0	0	0
ALPP	ALPP	0	0	0	0	0	0
ALPPL2	ALPPL2	0	0	0	0	0	0
ALS2	ALS2	860.073	886.124	802.719	1136.754	1330.897	989.051
ALS2CL	ALS2CL	0	0	1	0	0	4
ALS2CR11	ALS2CR11	0	0	0	1	2	0
ALS2CR12	ALS2CR12	2	4	14	19	22	1
ALX1	ALX1	0	0	0	0	0	0
ALX3	ALX3	50	48.015	26.01	49	71.001	37
ALX4	ALX4	151	174.002	119.127	102	127	130.012
ALYREF	ALYREF	3509.491	3684.601	3248.658	1777.805	2044.288	2453.878
AMACR	AMACR	134.636	155	174	245.573	320.272	291.144
AMBN	AMBN	0	0	0	0	0	0
AMBP	AMBP	0	0	0	0	0	0
AMBRA1	AMBRA1	858.015	808.998	744.932	795.122	1010.851	783.427
AMD1	AMD1	2513.327	2460.327	2361.499	933.324	1070.386	1442.322
AMDHD1	AMDHD1	0	0	0	0	0	0
AMDHD2	AMDHD2	456.118	430.812	441.03	586.332	726.293	513.267
AMELX	AMELX	0	0	0	0	0	0
AMELY	AMELY	0	0	0	0	0	0
AMER1	AMER1	436.018	487.685	399.395	171.045	218.049	213.422
AMER2	AMER2	0	0	0	0	0	0
AMER3	AMER3	0	0	0	0	0	0
AMFR	AMFR	2494.715	2659.402	2344.61	2053.396	2301.807	2127.081
AMH	AMH	91.013	104.251	52.002	104	123.177	125.05
AMHR2	AMHR2	657.633	534.464	477.289	1263.178	1540.773	1109.643
AMICA1	AMICA1	0	0	0	0	0	1
AMIGO1	AMIGO1	38	37.025	34.004	40	52	44
AMIGO2	AMIGO2	400.867	551.568	463.899	132.001	163.001	141
AMIGO3	AMIGO3	69	77	57	137.111	156.008	118
AMMECR1	AMMECR1	1300.869	1375.552	1394.202	2853.774	3242.677	2756.033
AMMECR1L	AMMECR1L	918.916	883.607	837.252	615.073	792.001	696.587
AMN	AMN	0	0	0	3	3	1
AMN1	AMN1	62	89	108.456	94	96	59
AMOT	AMOT	0	0	0	1	1	0
AMOTL1	AMOTL1	6166.211	6026.655	5732.893	2466.157	2981.892	2939.391
AMOTL2	AMOTL2	0	0	0	2	0	0
AMPD1	AMPD1	0	3	0	0	0	0
AMPD2	AMPD2	1494.986	1572.045	1180.455	531.031	537.701	674.518
AMPD3	AMPD3	398.999	430.999	446.756	663.668	693.323	492.689
AMPH	AMPH	4	0	7	4	0	0
AMT	AMT	18	16	8	80.079	61.602	48.42
AMTN	AMTN	0	0	0	0	0	0
AMY1A	AMY1A	0	0	0	0	0	0
AMY1B	AMY1B	3	0	0	0	0	0
AMY1C	AMY1C	0	0	0	0	0	0
AMY2A	AMY2A	0	0	0	0	0	0
AMY2B	AMY2B	8	5.006	12	25.032	35.124	29.206
AMZ1	AMZ1	1	1	2	2	6	1
AMZ2	AMZ2	815.161	913.362	782.218	1064.233	1194.338	998.305
AMZ2P1	AMZ2P1	36	28	26	51.943	55	56
ANAPC1	ANAPC1	3776.669	4435.421	4328.464	2197.048	2599.324	2504.205
ANAPC10	ANAPC10	321.586	386	382.861	300	306.314	277
ANAPC11	ANAPC11	1024.958	991.092	798.284	1174.703	1209.147	1022.941
ANAPC13	ANAPC13	818.856	784.954	734.796	783.91	938.27	853.667
ANAPC15	ANAPC15	519.131	557.23	416.408	578.113	604.367	530.163
ANAPC16	ANAPC16	895.882	935.816	828.906	1341.437	1574.982	1248.63
ANAPC1P1	ANAPC1P1	0	0	2.542	0	0	0
ANAPC2	ANAPC2	1068.468	1028.756	889.387	1134.018	1244.865	1069.967
ANAPC4	ANAPC4	1063.163	1043.106	1030.97	1041.801	1250.677	1145.087
ANAPC5	ANAPC5	4865.515	5257.487	4718.65	3903.929	4552.192	4226.595
ANAPC7	ANAPC7	2738.941	3131.463	2707.722	2259.955	2606.382	2753.091
ANG	ANG	0	0	0	3.898	2	1
ANGEL1	ANGEL1	427.552	485.139	442.724	367.001	430.01	366.475
ANGEL2	ANGEL2	488.032	603.513	585.901	808.116	977.913	764.6
ANGPT1	ANGPT1	690.123	826.193	831.087	560.318	684.54	733
ANGPT2	ANGPT2	1	5	0	0	1	1
ANGPT4	ANGPT4	0	0	0	0	0	0
ANGPTL1	ANGPTL1	0	0	0	3	4	6
ANGPTL2	ANGPTL2	0	2	0	0	1	0
ANGPTL3	ANGPTL3	0	3	0	1	0	1
ANGPTL4	ANGPTL4	44	40	72.209	42	62.104	43.01
ANGPTL5	ANGPTL5	0	0	0	2	0	0
ANGPTL6	ANGPTL6	21.025	22.59	19.49	37.439	31.317	19.295
ANGPTL7	ANGPTL7	2	0	1	0	0	0
ANHX	ANHX	0	0	0	0	0	0
ANK1	ANK1	9680.815	9628.812	8500.29	13282.56	15421.422	10751.643
ANK2	ANK2	6	7	7	5	3	1
ANK3	ANK3	260.11	288.108	255.999	332.005	402.445	329.957
ANKAR	ANKAR	16	7	15	4	8	10
ANKDD1A	ANKDD1A	18	14	19	9	11	8
ANKDD1B	ANKDD1B	0	7	1	10	10	6
ANKEF1	ANKEF1	30	37	25.008	22	31	24.001
ANKFN1	ANKFN1	0	0	0	0	1	1
ANKFY1	ANKFY1	1290.563	1308.292	1166.994	1507.245	1810.214	1542.361
ANKH	ANKH	901.879	914.799	929.249	1664.471	1962.079	1414.947
ANKHD1	ANKHD1	3738.765	4128.814	3880.965	4398.984	5083.038	3822.935
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	1048.741	867.738	940.701	1352.23	1705.406	1408.093
ANKIB1	ANKIB1	722.941	856.202	821.199	910.175	1072.371	796.19
ANKK1	ANKK1	0	0	1	8	0	0
